name,genre,score,star
Joy of Sex,Comedy,3.7,Cameron Dye
Breakin' 2: Electric Boogaloo,Comedy,5.1,Lucinda Dickey
The Razor's Edge,Drama,6.6,Bill Murray
Tank,Action,5.8,James Garner
Moscow on the Hudson,Comedy,6.5,Robin Williams
Ninja III: The Domination,Action,5.4,Shô Kosugi
The Warrior and the Sorceress,Adventure,4.3,David Carradine
The Evil That Men Do,Action,6.0,Charles Bronson
Firstborn,Drama,6.2,Teri Garr
Cut and Run,Adventure,5.7,Lisa Blount
Teachers,Comedy,6.1,Nick Nolte
Repentance,Drama,8.3,Avtandil Makharadze
The River,Drama,6.3,Mel Gibson
Razorback,Horror,6.0,Gregory Harrison
A Soldier's Story,Crime,7.2,Howard E. Rollins Jr.
Comfort and Joy,Comedy,6.7,Bill Paterson
Meatballs Part II,Comedy,3.7,Richard Mulligan
Lassiter,Action,5.9,Tom Selleck
Irreconcilable Differences,Comedy,5.8,Ryan O'Neal
City Heat,Action,5.5,Clint Eastwood
Under the Volcano,Drama,7.0,Albert Finney
Iceman,Drama,6.1,Timothy Hutton
Flashpoint,Action,6.4,Kris Kristofferson
The Little Drummer Girl,Drama,6.1,Diane Keaton
Lust in the Dust,Comedy,6.4,Tab Hunter
Hot Moves,Comedy,4.8,Michael Zorek
Oxford Blues,Comedy,5.3,Rob Lowe
Thief of Hearts,Crime,5.8,Steven Bauer
The Brother from Another Planet,Comedy,6.8,Joe Morton
No Small Affair,Comedy,5.5,Jon Cryer
Broadway Danny Rose,Comedy,7.4,Woody Allen
Best Defense,Comedy,3.8,Dudley Moore
Micki + Maude,Comedy,6.0,Dudley Moore
Protocol,Comedy,5.5,Goldie Hawn
Exterminator 2,Action,4.5,Robert Ginty
American Dreamer,Comedy,6.6,JoBeth Williams
The Lonely Guy,Comedy,6.3,Steve Martin
Choose Me,Comedy,6.8,Geneviève Bujold
Making the Grade,Comedy,5.7,Judd Nelson
Full Moon in Paris,Comedy,7.4,Pascale Ogier
Unfaithfully Yours,Comedy,6.0,Dudley Moore
Impulse,Horror,5.9,Tim Matheson
Mrs. Soffel,Drama,6.1,Diane Keaton
Garbo Talks,Comedy,6.4,Anne Bancroft
Country,Drama,6.7,Jessica Lange
Cheech & Chong's the Corsican Brothers,Comedy,4.7,Cheech Marin
Purple Hearts,Drama,5.8,Ken Wahl
Give My Regards to Broad Street,Drama,5.2,Paul McCartney
Songwriter,Drama,6.3,Willie Nelson
Finders Keepers,Comedy,5.4,Michael O'Keefe
The Bostonians,Drama,6.3,Christopher Reeve
Body Rock,Drama,3.7,Lorenzo Lamas
The River Rat,Adventure,6.3,Tommy Lee Jones
Just the Way You Are,Comedy,5.9,Kristy McNichol
Until September,Drama,5.7,Karen Allen
Crackers,Adventure,5.2,Donald Sutherland
Kaos,Comedy,7.9,Margarita Lozano
Misunderstood,Drama,6.0,Gene Hackman
Mike's Murder,Drama,5.8,Debra Winger
The Buddy System,Drama,5.7,Richard Dreyfuss
A Private Function,Comedy,6.5,Michael Palin
Scandalous,Comedy,4.5,Robert Hays
"Oh, God! You Devil",Comedy,5.4,George Burns
The Bay Boy,Drama,6.3,Liv Ullmann
Heavenly Bodies,Drama,5.2,Cynthia Dale
Heartbreakers,Drama,5.9,Peter Coyote
Champions,Biography,6.5,John Hurt
A Sunday in the Country,Drama,7.6,Louis Ducreux
Mass Appeal,Drama,6.6,Jack Lemmon
Windy City,Drama,5.8,John Shea
Lovelines,Comedy,5.3,Greg Bradford
The Bear,Biography,6.1,Gary Busey
Weekend Pass,Comedy,3.8,Patrick Houser
Over the Brooklyn Bridge,Comedy,5.7,Elliott Gould
Fast Talking,Drama,6.9,Steve Bisley
Lily in Love,Comedy,5.7,Christopher Plummer
Winter Flight,Drama,7.3,Reece Dinsdale
Almost You,Comedy,5.1,Brooke Adams
The Adventures of Pinocchio,Animation,5.1,Danielle Romeo
Blame It on the Night,Comedy,5.1,Nick Mancuso
Petit Con,Comedy,6.2,Guy Marchand
Weird Science,Comedy,6.6,Anthony Michael Hall
The Goonies,Adventure,7.8,Sean Astin
Back to the Future,Adventure,8.5,Michael J. Fox
To Live and Die in L.A.,Action,7.3,William Petersen
Clue,Comedy,7.3,Eileen Brennan
The Breakfast Club,Comedy,7.8,Emilio Estevez
Cocoon,Comedy,6.7,Don Ameche
Rambo: First Blood Part II,Action,6.5,Sylvester Stallone
Mask,Biography,7.2,Cher
Legend,Adventure,6.4,Tom Cruise
The Return of the Living Dead,Comedy,7.3,Clu Gulager
St. Elmo's Fire,Drama,6.4,Demi Moore
Brazil,Drama,7.9,Jonathan Pryce
Pale Rider,Drama,7.3,Clint Eastwood
Teen Wolf,Comedy,6.1,Michael J. Fox
Real Genius,Comedy,7.0,Val Kilmer
Commando,Action,6.7,Arnold Schwarzenegger
Witness,Crime,7.4,Harrison Ford
The Color Purple,Drama,7.8,Danny Glover
Silverado,Action,7.2,Kevin Kline
Rocky IV,Drama,6.9,Sylvester Stallone
Better Off Dead...,Comedy,7.1,John Cusack
Ran,Action,8.2,Tatsuya Nakadai
Ladyhawke,Adventure,7.0,Matthew Broderick
A Room with a View,Drama,7.3,Maggie Smith
Red Sonja,Action,5.1,Arnold Schwarzenegger
Fright Night,Fantasy,7.1,Chris Sarandon
Explorers,Adventure,6.5,Ethan Hawke
Flesh+Blood,Adventure,6.7,Rutger Hauer
Mad Max Beyond Thunderdome,Action,6.3,Mel Gibson
After Hours,Comedy,7.7,Griffin Dunne
A View to a Kill,Action,6.3,Roger Moore
Fletch,Comedy,6.9,Chevy Chase
Perfect,Drama,4.5,John Travolta
A Nightmare on Elm Street 2: Freddy's Revenge,Horror,5.5,Robert Englund
Summer Rental,Comedy,6.3,John Candy
Lifeforce,Action,6.2,Steve Railsback
Pee-wee's Big Adventure,Adventure,7.0,Paul Reubens
Out of Africa,Biography,7.2,Meryl Streep
Day of the Dead,Horror,7.1,Lori Cardille
Just One of the Guys,Comedy,6.5,Joyce Hyser
National Lampoon's European Vacation,Adventure,6.2,Chevy Chase
Spies Like Us,Adventure,6.4,Chevy Chase
House,Comedy,6.2,William Katt
Police Academy 2: Their First Assignment,Comedy,5.8,Steve Guttenberg
The Black Cauldron,Animation,6.4,Grant Bardsley
Friday the 13th: A New Beginning,Horror,4.8,Melanie Kinnaman
Runaway Train,Action,7.2,Jon Voight
Re-Animator,Comedy,7.2,Jeffrey Combs
Brewster's Millions,Comedy,6.5,Richard Pryor
The Last Dragon,Action,6.9,Taimak
The Legend of Billie Jean,Action,6.6,Helen Slater
Desperately Seeking Susan,Comedy,6.0,Rosanna Arquette
Girls Just Want to Have Fun,Comedy,6.0,Biff Yeager
Vision Quest,Drama,6.6,Matthew Modine
Jagged Edge,Drama,6.5,Jeff Bridges
Enemy Mine,Action,6.9,Dennis Quaid
Tuff Turf,Action,6.1,James Spader
Volunteers,Adventure,5.5,Tom Hanks
The Jewel of the Nile,Action,6.1,Michael Douglas
Once Bitten,Comedy,5.5,Lauren Hutton
Private Resort,Comedy,5.3,Rob Morrow
Police Story,Action,7.6,Jackie Chan
Into the Night,Action,6.5,Jeff Goldblum
The Sure Thing,Comedy,7.0,John Cusack
White Nights,Drama,6.7,Mikhail Baryshnikov
Mischief,Comedy,6.5,Doug McKeon
Silver Bullet,Horror,6.4,Gary Busey
Kiss of the Spider Woman,Drama,7.4,William Hurt
My Beautiful Laundrette,Comedy,6.9,Saeed Jaffrey
Young Sherlock Holmes,Adventure,6.8,Nicholas Rowe
Smooth Talk,Drama,6.5,Treat Williams
Porky's Revenge,Comedy,4.8,Dan Monahan
Year of the Dragon,Action,6.9,Mickey Rourke
Prizzi's Honor,Comedy,6.7,Jack Nicholson
The Quiet Earth,Drama,6.8,Bruno Lawrence
Tampopo,Comedy,8.0,Ken Watanabe
Creature,Horror,4.3,Stan Ivar
Secret Admirer,Comedy,6.6,C. Thomas Howell
"No Retreat, No Surrender",Action,5.7,Kurt McKinney
D.A.R.Y.L.,Family,6.3,Mary Beth Hurt
Mishima: A Life in Four Chapters,Biography,8.0,Ken Ogata
A Chorus Line,Drama,6.2,Michael Douglas
Cat's Eye,Comedy,6.3,Drew Barrymore
Murphy's Romance,Comedy,7.0,Sally Field
Heaven Help Us,Comedy,6.9,Donald Sutherland
American Flyers,Drama,6.5,Kevin Costner
The Journey of Natty Gann,Adventure,7.0,Meredith Salenger
Trouble in Mind,Comedy,6.5,Kris Kristofferson
Fandango,Comedy,6.7,Kevin Costner
Gotcha!,Action,6.2,Anthony Edwards
Death Wish 3,Action,5.9,Charles Bronson
King Solomon's Mines,Action,5.2,Richard Chamberlain
American Warrior,Action,5.5,Michael Dudikoff
The Emerald Forest,Action,6.9,Powers Boothe
The Holcroft Covenant,Action,5.7,Michael Caine
The Falcon and the Snowman,Biography,6.8,Timothy Hutton
Transylvania 6-5000,Comedy,5.0,Jeff Goldblum
Desert Hearts,Drama,7.0,Helen Shaver
The Heavenly Kid,Comedy,6.3,Lewis Smith
The Purple Rose of Cairo,Comedy,7.7,Mia Farrow
The Man with One Red Shoe,Comedy,5.7,Tom Hanks
My Life as a Dog,Drama,7.6,Anton Glanzelius
My Science Project,Action,6.0,John Stockwell
Seven Minutes in Heaven,Comedy,6.1,Jennifer Connelly
Fraternity Vacation,Comedy,5.3,Stephen Geoffreys
The New Kids,Crime,6.1,Shannon Presby
Tomboy,Comedy,4.7,Betsy Russell
Invasion U.S.A.,Action,5.5,Chuck Norris
Revolution,Adventure,5.3,Al Pacino
Lost in America,Comedy,7.0,Albert Brooks
Subway,Thriller,6.6,Christopher Lambert
Moving Violations,Comedy,5.7,John Murray
Nomads,Horror,5.3,Lesley-Anne Down
Fool for Love,Drama,6.1,Sam Shepard
Baby: Secret of the Lost Legend,Adventure,5.1,William Katt
Code of Silence,Action,6.1,Chuck Norris
Crimewave,Comedy,5.7,Louise Lasser
Gymkata,Action,4.4,Kurt Thomas
Sweet Dreams,Biography,7.1,Jessica Lange
The Slugger's Wife,Comedy,4.5,Michael O'Keefe
Avenging Angel,Action,4.8,Betsy Russell
Santa Claus: The Movie,Adventure,6.3,Dudley Moore
That Was Then... This Is Now,Crime,6.2,Emilio Estevez
Agnes of God,Drama,6.6,Jane Fonda
Rustlers' Rhapsody,Comedy,6.5,Tom Berenger
The Adventures of Mark Twain,Animation,7.4,James Whitmore
Stick,Action,5.7,Burt Reynolds
The Bride,Fantasy,5.3,Sting
Morons from Outer Space,Comedy,4.5,Mel Smith
Godzilla 1985,Action,6.2,Raymond Burr
Plenty,Drama,6.0,Meryl Streep
King David,Adventure,5.3,Richard Gere
The Trip to Bountiful,Drama,7.5,Geraldine Page
Missing in Action 2: The Beginning,Action,5.3,Chuck Norris
The Protector,Action,5.7,Jackie Chan
The Mean Season,Crime,6.1,Kurt Russell
Turk 182,Comedy,6.0,Timothy Hutton
The Official Story,Drama,7.8,Norma Aleandro
Krush Groove,Comedy,6.5,Sheila E.
He-Man and She-Ra: The Secret of the Sword,Animation,7.3,John Erwin
Warning Sign,Drama,6.1,Sam Waterston
Creator,Comedy,6.2,Peter O'Toole
Taipei Story,Drama,7.7,Chin Tsai
Otac na sluzbenom putu,Drama,7.8,Moreno D'E Bartolli
The Aviator,Adventure,5.5,Christopher Reeve
Starchaser: The Legend of Orin,Animation,6.5,Joe Colligan
Maxie,Comedy,5.4,Glenn Close
DEFCON-4,Action,4.5,Lenore Zann
The Care Bears Movie,Animation,5.7,Georgia Engel
Sylvester,Drama,6.4,Richard Farnsworth
Radioactive Dreams,Action,5.6,John Stockwell
Twice in a Lifetime,Drama,6.5,Gene Hackman
Dance with a Stranger,Biography,6.7,Miranda Richardson
Water,Adventure,6.1,Michael Caine
One Magic Christmas,Family,6.5,Mary Steenburgen
Echo Park,Comedy,5.8,Susan Dey
O.C. and Stiggs,Comedy,5.4,Daniel Jenkins
The Good Father,Drama,6.2,Anthony Hopkins
Fever Pitch,Drama,4.1,Ryan O'Neal
The Doctor and the Devils,Crime,6.1,Timothy Dalton
Head Office,Comedy,5.4,Judge Reinhold
Eleni,Drama,7.0,Kate Nelligan
Dreamchild,Biography,6.8,Coral Browne
Defense of the Realm,Thriller,6.5,Gabriel Byrne
Bad Medicine,Comedy,4.6,Steve Guttenberg
Wetherby,Drama,6.8,Vanessa Redgrave
Compromising Positions,Comedy,5.9,Susan Sarandon
Rainbow Brite and the Star Stealer,Animation,6.9,Bettina Bush
Alamo Bay,Action,6.0,Amy Madigan
Three Men and a Cradle,Comedy,6.6,Roland Giraud
In the Shadow of Kilimanjaro,Action,5.1,John Rhys-Davies
Rappin',Drama,4.1,Mario Van Peebles
Bal na vodi,Drama,7.6,Gala Videnovic
Certain Fury,Action,5.2,Tatum O'Neal
Bliss,Comedy,6.9,Barry Otto
Code Name: Emerald,Action,5.9,Ed Harris
Colonel Redl,Biography,7.5,Klaus Maria Brandauer
Thunder Run,Action,5.0,Forrest Tucker
Marie,Biography,6.7,Sissy Spacek
Movers & Shakers,Comedy,4.2,Walter Matthau
La Cage aux Folles 3: The Wedding,Comedy,4.7,Michel Serrault
James Joyce's Women,Drama,6.1,Fionnula Flanagan
Turtle Diary,Comedy,6.9,Glenda Jackson
Maccheroni,Comedy,6.4,Jack Lemmon
My Man Adam,Comedy,5.3,Raphael Sbarge
Sudden Death,Action,4.8,Denise Coward
One Woman or Two,Comedy,5.1,Gérard Depardieu
Joshua Then and Now,Comedy,6.6,James Woods
On the Edge,Drama,6.8,Bruce Dern
The Girl in the Picture,Comedy,6.3,John Gordon Sinclair
Here Come the Littles,Animation,6.9,Jimmy Keegan
Came a Hot Friday,Adventure,6.6,Peter Bland
Wuthering Heights,Drama,6.5,Fabienne Babe
The Frog Prince,Comedy,6.6,Jane Snowden
Lune de miel,Thriller,4.6,Nathalie Baye
Tea in the Harem,Drama,6.9,Kader Boukhanef
Mr. Love,Comedy,6.4,Barry Jackson
Death of an Angel,Drama,5.4,Bonnie Bedelia
Sincerely Charlotte,Drama,5.6,Isabelle Huppert
Top Gun,Action,6.9,Tom Cruise
Aliens,Action,8.3,Sigourney Weaver
Stand by Me,Adventure,8.1,Wil Wheaton
Ferris Bueller's Day Off,Comedy,7.8,Matthew Broderick
Crocodile Dundee,Action,6.6,Paul Hogan
Labyrinth,Adventure,7.4,David Bowie
Highlander,Action,7.1,Christopher Lambert
Big Trouble in Little China,Action,7.3,Kurt Russell
Pretty in Pink,Comedy,6.8,Molly Ringwald
Platoon,Drama,8.1,Charlie Sheen
Blue Velvet,Drama,7.7,Isabella Rossellini
Manhunter,Crime,7.2,William Petersen
Howard the Duck,Action,4.7,Lea Thompson
The Fly,Drama,7.6,Jeff Goldblum
Little Shop of Horrors,Comedy,7.0,Rick Moranis
The Mosquito Coast,Adventure,6.6,Harrison Ford
The Karate Kid Part II,Action,6.1,Pat Morita
River's Edge,Crime,7.0,Crispin Glover
9½ Weeks,Drama,6.0,Mickey Rourke
The Golden Child,Action,6.0,Eddie Murphy
Star Trek IV: The Voyage Home,Action,7.3,William Shatner
Short Circuit,Comedy,6.7,Ally Sheedy
The Delta Force,Action,5.6,Chuck Norris
The Name of the Rose,Crime,7.7,Sean Connery
The Wraith,Action,6.0,Charlie Sheen
The Color of Money,Drama,7.0,Paul Newman
Hoosiers,Drama,7.5,Gene Hackman
Heartbreak Ridge,Drama,6.9,Clint Eastwood
Flight of the Navigator,Adventure,6.9,Joey Cramer
Cobra,Action,5.8,Sylvester Stallone
Peggy Sue Got Married,Comedy,6.4,Kathleen Turner
The Mission,Adventure,7.4,Robert De Niro
Working Girls,Drama,6.6,Louise Smith
Youngblood,Drama,6.2,Rob Lowe
Three Amigos!,Comedy,6.5,Steve Martin
Maximum Overdrive,Action,5.5,Emilio Estevez
Lucas,Comedy,6.9,Corey Haim
Friday the 13th Part VI: Jason Lives,Horror,6.0,Thom Mathews
The Money Pit,Comedy,6.4,Tom Hanks
Back to School,Comedy,6.6,Rodney Dangerfield
Betty Blue,Drama,7.4,Jean-Hugues Anglade
About Last Night,Comedy,6.2,Rob Lowe
Critters,Comedy,6.1,Dee Wallace
The Texas Chainsaw Massacre 2,Comedy,5.6,Dennis Hopper
Iron Eagle,Action,5.5,Louis Gossett Jr.
One Crazy Summer,Comedy,6.4,John Cusack
From Beyond,Horror,6.7,Jeffrey Combs
Sid and Nancy,Biography,7.0,Gary Oldman
Henry: Portrait of a Serial Killer,Biography,7.0,Michael Rooker
Mona Lisa,Crime,7.3,Bob Hoskins
Police Academy 3: Back in Training,Comedy,5.4,Steve Guttenberg
Night of the Creeps,Comedy,6.8,Jason Lively
The Sacrifice,Drama,8.1,Erland Josephson
The Hitcher,Action,7.2,Rutger Hauer
Rad,Drama,6.9,Bart Conner
An American Tail,Animation,6.9,Dom DeLuise
SpaceCamp,Adventure,5.7,Kate Capshaw
Raw Deal,Action,5.6,Arnold Schwarzenegger
Hannah and Her Sisters,Comedy,7.9,Mia Farrow
The Great Mouse Detective,Animation,7.2,Vincent Price
Ruthless People,Comedy,6.9,Bette Midler
The Transformers: the Movie,Animation,7.3,Orson Welles
Wildcats,Comedy,6.1,Goldie Hawn
Troll,Comedy,4.5,Michael Moriarty
At Close Range,Crime,7.0,Sean Penn
The Boy Who Could Fly,Drama,6.5,Lucy Deakins
Something Wild,Comedy,6.9,Jeff Daniels
Heartburn,Comedy,6.1,Meryl Streep
Crossroads,Drama,7.1,Ralph Macchio
The Clan of the Cave Bear,Adventure,5.4,Daryl Hannah
She's Gotta Have It,Comedy,6.8,Tracy Camilla Johns
Running Scared,Action,6.5,Gregory Hines
8 Million Ways to Die,Action,5.8,Jeff Bridges
Soul Man,Comedy,5.3,C. Thomas Howell
Down by Law,Comedy,7.7,Tom Waits
Poltergeist II: the Other Side,Horror,5.7,JoBeth Williams
Bad Blood,Crime,7.3,Michel Piccoli
Psycho III,Horror,5.4,Anthony Perkins
Allan Quatermain and the Lost City of Gold,Action,4.6,Richard Chamberlain
The Adventures of Milo and Otis,Adventure,7.0,Kyôko Koizumi
Caravaggio,Biography,6.6,Noam Almaz
Children of a Lesser God,Drama,7.2,William Hurt
Invaders from Mars,Horror,5.6,Karen Black
Matador,Drama,7.0,Assumpta Serna
Down and Out in Beverly Hills,Comedy,6.2,Nick Nolte
April Fool's Day,Horror,6.2,Deborah Foreman
The Big Easy,Comedy,6.5,Dennis Quaid
Pirates,Action,6.1,Walter Matthau
No Mercy,Crime,5.7,Richard Gere
Lady Jane,Biography,7.1,Helena Bonham Carter
Club Paradise,Comedy,5.1,Robin Williams
Manon of the Spring,Drama,8.0,Yves Montand
Gothic,Drama,5.7,Gabriel Byrne
Armed and Dangerous,Action,5.7,John Candy
F/X,Action,6.7,Bryan Brown
King Kong Lives,Action,3.9,Brian Kerwin
Castaway,Adventure,5.8,Oliver Reed
Wise Guys,Comedy,5.7,Danny DeVito
Solarbabies,Action,4.8,Richard Jordan
The Manhattan Project,Sci-Fi,6.2,John Lithgow
Trick or Treat,Comedy,5.8,Marc Price
Body Slam,Comedy,5.2,Dirk Benedict
Jumpin' Jack Flash,Comedy,5.9,Whoopi Goldberg
Fire with Fire,Drama,6.5,Craig Sheffer
Gung Ho,Comedy,6.3,Michael Keaton
True Stories,Comedy,7.2,David Byrne
When the Wind Blows,Animation,7.7,Peggy Ashcroft
Murphy's Law,Action,6.0,Charles Bronson
Deadly Friend,Drama,5.6,Matthew Labyorteaux
Jean de Florette,Comedy,8.0,Yves Montand
Reform School Girls,Crime,5.4,Linda Carol
Band of the Hand,Action,6.2,Stephen Lang
Vamp,Comedy,5.9,Chris Makepeace
Nothing in Common,Comedy,5.9,Tom Hanks
TerrorVision,Comedy,5.7,Diane Franklin
Quicksilver,Crime,5.7,Kevin Bacon
52 Pick-Up,Crime,6.4,Roy Scheider
Black Moon Rising,Action,5.5,Tommy Lee Jones
Extremities,Drama,6.3,Farrah Fawcett
The Men's Club,Drama,4.7,David Dukes
Haunted Honeymoon,Comedy,5.7,Gene Wilder
Summer,Drama,7.7,Marie Rivière
Tough Guys,Comedy,6.2,Burt Lancaster
Eliminators,Action,4.9,Andrew Prine
The Best of Times,Comedy,6.0,Robin Williams
Firewalker,Action,5.1,Chuck Norris
Modern Girls,Comedy,5.8,Daphne Zuniga
Witchboard,Horror,5.7,Todd Allen
Clockwise,Comedy,6.6,John Cleese
Legal Eagles,Comedy,6.0,Robert Redford
Link,Horror,5.9,Terence Stamp
"Jo Jo Dancer, Your Life Is Calling",Biography,6.4,Richard Pryor
Wanted: Dead or Alive,Action,6.0,Rutger Hauer
American Anthem,Drama,4.8,Mitchell Gaylord
The Morning After,Crime,6.0,Jane Fonda
Crimes of the Heart,Comedy,6.4,Diane Keaton
Under the Cherry Moon,Comedy,5.0,Prince
Malcolm,Comedy,7.1,Colin Friels
Meatballs III: Summer Job,Comedy,3.5,Sally Kellerman
Devil in the Flesh,Drama,5.8,Maruschka Detmers
Absolute Beginners,Drama,5.6,Patsy Kensit
Deadtime Stories,Comedy,4.7,Scott Valentine
Avenging Force,Action,5.8,Michael Dudikoff
Heat,Action,5.6,Burt Reynolds
Sweet Liberty,Comedy,5.8,Alan Alda
Killer Party,Comedy,5.1,Martin Hewitt
Out of Bounds,Action,5.4,Anthony Michael Hall
Wisdom,Crime,5.7,Emilio Estevez
Shanghai Surprise,Adventure,3.2,Sean Penn
Power,Drama,5.7,Richard Gere
A Fine Mess,Action,4.7,Ted Danson
Let's Get Harry,Action,5.2,Michael Schoeffling
My Chauffeur,Comedy,5.6,Deborah Foreman
Biggles: Adventures in Time,Adventure,5.7,Neil Dickson
Half Moon Street,Drama,5.4,Sigourney Weaver
Every Time We Say Goodbye,Drama,5.9,Tom Hanks
The Decline of the American Empire,Comedy,7.2,Dominique Michel
Hardbodies 2,Comedy,3.2,James Karen
The Boy in Blue,Biography,5.3,Nicolas Cage
Brighton Beach Memoirs,Comedy,6.8,Blythe Danner
The Longshot,Comedy,5.4,Tim Conway
Willy/Milly,Comedy,5.6,Pamela Adlon
Ginger and Fred,Comedy,7.3,Marcello Mastroianni
'Round Midnight,Drama,7.4,Dexter Gordon
Violets Are Blue...,Drama,5.9,Sissy Spacek
Parting Glances,Drama,7.2,John Bolger
The Whoopee Boys,Comedy,5.9,Michael O'Keefe
Tai-Pan,Adventure,5.6,Bryan Brown
My Little Pony: The Movie,Animation,6.0,Danny DeVito
Playing for Keeps,Comedy,4.2,Daniel Jordano
"'night, Mother",Drama,7.6,Sissy Spacek
Jake Speed,Action,5.2,Wayne Crawford
The Naked Cage,Action,5.2,Shari Shattuck
Blue City,Action,4.4,Judd Nelson
That's Life!,Comedy,6.0,Jack Lemmon
Sky Bandits,Action,4.6,Scott McGinnis
Ménage,Comedy,7.0,Gérard Depardieu
Dream Lover,Crime,4.9,Kristy McNichol
Dangerously Close,Action,5.6,John Stockwell
The Whistle Blower,Thriller,6.2,Michael Caine
Care Bears Movie II: A New Generation,Animation,5.5,Maxine Miller
Knights of the City,Action,4.8,Leon Isaac Kennedy
Born American,Action,4.1,Mike Norris
Desert Bloom,Drama,6.6,Jon Voight
Touch and Go,Comedy,5.7,Michael Keaton
Man Facing Southeast,Drama,7.7,Lorenzo Quinteros
Nutcracker,Family,7.2,Hugh Duncan Bigney Mitchell
The Fringe Dwellers,Drama,6.7,Kristina Nehm
Just Between Friends,Drama,5.9,Mary Tyler Moore
Oviri,Biography,6.0,Donald Sutherland
P.O.W. the Escape,Action,5.0,David Carradine
Armed Response,Action,5.0,David Carradine
Duet for One,Drama,6.8,Julie Andrews
Bullies,Action,5.3,Jonathan Crombie
Native Son,Drama,5.8,Victor Love
The Assault,Drama,7.2,Derek de Lint
Nobody's Fool,Comedy,5.5,Rosanna Arquette
Alien Predator,Drama,3.7,Dennis Christopher
Low Blow,Action,4.0,Leo Fong
A Man and a Woman: 20 Years Later,Drama,5.9,Anouk Aimée
The Princess Bride,Adventure,8.1,Cary Elwes
The Lost Boys,Comedy,7.3,Jason Patric
Full Metal Jacket,Drama,8.3,Matthew Modine
Predator,Action,7.8,Arnold Schwarzenegger
RoboCop,Action,7.5,Peter Weller
Dirty Dancing,Drama,7.0,Patrick Swayze
Adventures in Babysitting,Adventure,6.9,Elisabeth Shue
The Untouchables,Crime,7.9,Kevin Costner
Spaceballs,Adventure,7.1,Mel Brooks
Raising Arizona,Comedy,7.3,Nicolas Cage
Lethal Weapon,Action,7.6,Mel Gibson
Near Dark,Action,7.0,Adrian Pasdar
Mannequin,Comedy,5.9,Andrew McCarthy
Masters of the Universe,Action,5.4,Dolph Lundgren
Fatal Attraction,Drama,6.9,Michael Douglas
Hellraiser,Horror,7.0,Andrew Robinson
Empire of the Sun,Action,7.7,Christian Bale
No Way Out,Action,7.1,Kevin Costner
The Witches of Eastwick,Comedy,6.6,Jack Nicholson
Some Kind of Wonderful,Drama,7.1,Eric Stoltz
The Running Man,Action,6.7,Arnold Schwarzenegger
Black Widow,Crime,6.4,Debra Winger
Angel Heart,Horror,7.3,Mickey Rourke
Moonstruck,Comedy,7.1,Cher
Jaws: the Revenge,Adventure,3.0,Lorraine Gary
Wall Street,Crime,7.4,Charlie Sheen
"Good Morning, Vietnam",Biography,7.3,Robin Williams
A Nightmare on Elm Street 3: Dream Warriors,Fantasy,6.6,Heather Langenkamp
"Planes, Trains & Automobiles",Comedy,7.6,Steve Martin
Can't Buy Me Love,Comedy,6.8,Patrick Dempsey
Overboard,Comedy,6.9,Goldie Hawn
Beverly Hills Cop II,Action,6.5,Eddie Murphy
Superman IV: The Quest for Peace,Action,3.7,Christopher Reeve
The Secret of My Success,Comedy,6.5,Michael J. Fox
Withnail & I,Comedy,7.6,Richard E. Grant
Evil Dead II,Comedy,7.7,Bruce Campbell
Summer School,Comedy,6.6,Mark Harmon
Innerspace,Action,6.8,Dennis Quaid
The Living Daylights,Action,6.7,Timothy Dalton
Over the Top,Action,5.8,Sylvester Stallone
The Last Emperor,Biography,7.7,John Lone
Less Than Zero,Crime,6.4,Andrew McCarthy
Three Men and a Baby,Comedy,6.1,Tom Selleck
La Bamba,Biography,6.9,Lou Diamond Phillips
